district	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	attraction	building	busstop	community	mall	primaryschool	restaurant	secondaryschool	university	deltausers
海淀区	纯住宅	1	1	1	1	1	1	0	68000.0	7000.0	6.0	116.37804	40.00954	1	3	3	19	0	1	19	0	0	-11
海淀区	酒店式公寓	1	1	0	0	1	0	1	49500.0	7365.6	16.5	116.31262	39.977634	1	13	3	84	0	1	28	0	4	-124
海淀区	写字楼	0	0	1	1	0	0	1	39860.0	3520.0	9.0	116.32068	39.902393	0	6	1	12	0	0	16	0	1	-75
朝阳区	纯住宅	0	1	0	1	1	1	0	NULL	1474.9	16.5	116.46558	39.951424	0	1	3	0	0	0	7	0	0	-78
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	4375.0	22.0	116.26785	39.882668	1	0	2	1	0	0	2	0	0	-46
朝阳区	商住两用	0	1	1	1	0	0	0	24000.0	2640.0	18.0	116.576904	39.903503	1	0	0	7	0	0	7	0	0	-32
东城区	写字楼	1	1	0	1	1	1	0	68000.0	3520.0	18.0	116.42279	39.909195	2	2	5	18	0	1	34	0	0	-202
朝阳区	商住两用	0	1	1	1	0	0	0	30000.0	3960.0	17.0	116.41312	40.05128	2	1	5	14	0	0	14	0	0	-102
朝阳区	纯住宅	0	0	0	0	0	0	1	42000.0	1400.0	18.0	116.63627	40.329353	1	0	3	35	0	1	12	1	0	-8
东城区	写字楼	0	1	0	1	1	0	0	NULL	3520.0	24.0	116.421906	39.90746	2	9	5	16	1	2	63	1	0	-177
西城区	写字楼	1	1	0	1	1	0	1	65000.0	3520.0	13.0	116.37341	39.913494	3	7	1	3	0	2	27	0	0	-364
东城区	商住两用	0	1	1	1	1	0	0	40000.0	5280.0	9.0	116.410126	39.89161	0	0	1	0	0	0	0	0	0	-36
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	116.30779	40.040077	0	2	2	6	0	0	10	0	0	-81
西城区	写字楼	1	1	0	0	0	1	0	NULL	3520.0	5.0	116.34139	39.928795	1	2	4	30	0	1	19	1	0	-50
西城区	纯住宅	1	0	0	0	0	0	1	39000.0	350.0	15.0	116.34568	39.874237	0	3	1	11	0	0	13	0	0	-65
西城区	纯住宅	1	1	1	0	1	0	0	63000.0	1050.0	18.0	116.35891	39.89727	3	9	2	25	0	2	24	0	0	-47
东城区	纯住宅	1	0	0	0	0	0	1	41523.0	1050.0	18.0	116.41666	39.919563	13	27	1	6	8	0	169	0	0	-119
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3097.6	4.0	116.2996	40.024582	0	0	0	1	0	1	0	0	0	-65
海淀区	写字楼	1	1	1	0	1	0	1	NULL	3520.0	13.0	116.316986	39.925957	8	0	3	2	0	0	7	0	0	-53
海淀区	商住两用	1	1	0	0	1	0	1	35000.0	3722.4	15.5	116.32903	40.05504	0	0	2	1	1	0	6	0	0	-49
海淀区	纯住宅	1	1	1	0	0	0	0	56000.0	700.0	20.0	116.36384	39.998104	0	2	1	16	0	0	7	0	2	-39
通州区	纯住宅	1	1	1	0	0	0	1	22187.0	1680.0	18.0	116.6875	39.891438	0	2	4	4	0	0	3	0	0	-26
朝阳区	纯住宅	1	1	1	1	1	0	0	40000.0	4200.0	32.0	116.47602	39.90727	18	5	2	9	0	0	23	0	0	-231
丰台区	商住两用	1	1	1	1	1	0	1	40648.0	17160.0	23.0	116.29258	39.84091	0	7	4	6	0	0	19	0	0	-45
海淀区	写字楼	1	1	1	1	1	0	0	33516.0	7040.0	7.0	116.31133	40.028297	1	0	0	1	0	0	12	0	0	-59
海淀区	写字楼	1	1	1	1	1	0	0	33516.0	3520.0	7.0	116.31133	40.028297	1	0	0	1	0	0	12	0	0	-59
海淀区	写字楼	1	1	1	1	1	0	1	50000.0	3520.0	7.0	116.25702	39.905228	0	0	1	9	0	1	2	1	0	-55
海淀区	写字楼	1	1	1	0	0	0	0	NULL	3520.0	4.0	116.3164	39.905422	0	2	1	15	0	2	19	1	0	-62
海淀区	商住两用	1	1	1	1	0	0	1	32000.0	8131.2	15.0	116.274765	39.964912	0	1	0	4	0	0	7	0	0	-42
朝阳区	写字楼	1	1	1	1	1	0	1	36000.0	3520.0	6.0	116.416245	40.040405	0	0	2	17	0	0	0	0	0	-69
东城区	写字楼	1	1	0	1	1	0	0	NULL	3520.0	13.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
朝阳区	商住两用	1	1	1	1	1	0	1	65000.0	3960.0	21.0	116.44291	39.907066	6	0	0	23	2	0	2	0	0	-323
朝阳区	纯住宅	1	1	1	0	1	0	0	38000.0	1512.0	14.0	116.50633	39.86712	0	0	2	12	0	0	20	0	0	-41
朝阳区	写字楼	1	1	1	0	1	0	0	45000.0	7040.0	20.0	116.49417	39.93476	0	0	1	3	0	0	12	0	0	-64
海淀区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	17.0	116.328	39.942738	0	3	2	37	0	0	5	2	0	-40
朝阳区	纯住宅	1	0	0	0	0	0	1	48000.0	700.0	9.5	116.55669	39.870014	0	0	1	0	0	0	4	0	0	-7
朝阳区	纯住宅	1	0	0	0	0	0	1	35000.0	525.0	18.5	116.49623	39.916897	1	10	1	11	0	2	17	0	0	-67
海淀区	纯住宅	1	1	1	1	1	0	1	50000.0	3850.0	16.0	116.25702	39.905228	0	0	1	9	0	1	2	1	0	-55
海淀区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	31.0	116.328	39.942738	0	3	2	37	0	0	5	2	0	-40
海淀区	写字楼	1	1	1	1	1	1	1	33516.0	3520.0	7.0	116.31133	40.028297	1	0	0	1	0	0	12	0	0	-59
丰台区	纯住宅	1	1	1	0	1	0	1	38000.0	2790.48	23.0	116.4419	39.84994	0	0	1	5	0	0	6	0	1	-38
朝阳区	写字楼	1	1	0	1	1	0	0	47000.0	6758.4	15.5	116.4703	39.91327	6	20	6	52	0	0	58	0	1	-297
朝阳区	写字楼	1	1	0	0	0	1	1	NULL	3520.0	6.0	116.44613	39.953728	0	3	2	25	0	0	6	1	0	-55
朝阳区	写字楼	1	1	1	1	1	0	1	57000.0	3520.0	19.0	116.40029	39.969406	3	5	3	12	0	0	21	0	0	-142
海淀区	纯住宅	1	1	0	0	0	0	1	37000.0	21000.0	22.0	116.32466	40.049812	1	2	0	19	0	1	4	0	0	-13
西城区	纯住宅	1	1	1	1	1	1	0	70000.0	2376.5	12.0	116.388	39.876064	3	0	3	25	0	0	9	0	0	-24
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	910.0	27.0	116.6064	39.915882	2	3	3	5	1	0	24	0	0	-47
海淀区	写字楼	1	1	0	0	1	0	0	60000.0	3520.0	13.0	116.30872	39.98183	0	15	1	15	1	0	10	1	1	-137
朝阳区	商住两用	1	1	0	1	1	0	1	48725.0	5280.0	26.5	116.470604	39.89965	1	10	9	16	1	0	89	0	0	-99
东城区	纯住宅	1	1	1	1	1	1	0	60000.0	697.0	18.0	116.41435	39.915268	6	10	2	5	1	0	88	0	0	-269
朝阳区	纯住宅	1	1	1	1	1	0	1	50000.0	1568.0	24.0	116.469925	39.891396	0	9	2	62	0	0	33	0	0	-89
朝阳区	纯住宅	1	1	1	1	1	0	1	50000.0	2744.0	24.0	116.469925	39.891396	0	9	2	62	0	0	33	0	0	-89
朝阳区	纯住宅	1	0	0	0	0	0	1	50000.0	1960.0	24.0	116.469925	39.891396	0	9	2	62	0	0	33	0	0	-89
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	7040.0	28.0	116.463806	39.945824	0	2	0	9	2	0	11	0	0	-204
朝阳区	写字楼	1	1	0	0	1	0	1	NULL	6899.2	32.0	116.451645	39.96049	0	6	2	55	0	1	57	0	0	-122
石景山	写字楼	1	1	1	1	1	1	1	NULL	7040.0	9.0	116.188965	39.93521	0	1	4	24	0	0	22	1	0	-17
朝阳区	写字楼	1	1	1	1	1	1	1	NULL	7040.0	29.0	116.452736	39.91897	4	1	0	9	0	0	6	0	0	-235
海淀区	纯住宅	1	0	0	0	0	0	1	54764.0	1295.0	18.0	116.3033	39.9634	1	0	2	4	0	0	6	0	0	-68
西城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	15.0	116.33382	39.876816	0	3	2	13	0	0	13	1	0	-32
海淀区	纯住宅	1	1	1	1	1	0	1	29195.0	5250.0	24.0	116.30602	39.893528	0	1	7	51	0	0	21	0	0	-61
海淀区	纯住宅	1	1	1	1	1	1	1	45000.0	4410.0	18.0	116.25346	39.899685	0	0	0	8	0	0	0	0	0	-31
朝阳区	商住两用	1	1	1	1	0	1	1	33819.0	3960.0	32.0	116.418175	40.0236	1	0	0	0	0	0	1	0	0	-51
朝阳区	商住两用	1	1	1	1	0	1	1	33819.0	2640.0	32.0	116.418175	40.0236	1	0	0	0	0	0	1	0	0	-51
海淀区	纯住宅	1	0	0	0	0	0	1	60000.0	2100.0	6.0	116.2838	39.93797	0	10	2	17	1	1	10	0	0	-23
丰台区	纯住宅	1	1	1	1	0	0	0	50000.0	525.0	16.0	116.440834	39.847935	0	0	0	3	0	0	1	0	0	-35
海淀区	商住两用	1	1	0	1	1	0	0	NULL	2640.0	29.0	116.31338	39.90882	0	2	0	7	0	0	2	0	0	-90
朝阳区	商住两用	1	1	1	1	1	1	1	64000.0	2640.0	32.0	116.47494	39.91295	5	39	1	55	0	0	53	0	0	-154
朝阳区	纯住宅	1	1	1	0	1	0	1	22372.0	900.9	15.0	116.56554	39.92113	3	0	1	17	0	1	23	0	3	-23
朝阳区	纯住宅	1	1	1	1	1	0	1	22372.0	864.5	20.0	116.56841	39.921467	2	1	1	14	0	2	27	0	3	-42
朝阳区	商住两用	1	0	0	1	0	0	1	51000.0	7603.2	24.5	116.48656	39.96072	2	0	2	0	0	0	7	0	0	-50
丰台区	纯住宅	1	0	0	0	0	0	1	28000.0	700.0	21.0	116.430244	39.848038	0	0	3	29	0	1	6	0	0	-33
海淀区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	15.0	116.3204	39.974873	2	6	0	11	0	1	17	0	1	-99
朝阳区	纯住宅	1	1	1	1	1	0	1	50190.0	15435.0	15.0	116.50783	39.92263	0	5	4	11	1	0	70	0	0	-61
海淀区	纯住宅	1	1	1	1	1	0	1	51000.0	5824.0	28.0	116.50783	39.92263	0	5	4	11	1	0	70	0	0	-61
海淀区	纯住宅	1	1	1	1	1	1	1	30000.0	4200.0	18.0	116.30108	40.02613	0	0	0	8	0	1	0	0	0	-44
东城区	纯住宅	1	1	0	0	0	1	0	65000.0	700.0	16.0	116.41974	39.898335	1	6	5	68	0	2	12	3	0	-255
海淀区	酒店式公寓	1	1	1	1	1	1	1	40000.0	4752.0	18.0	116.27702	39.928288	0	1	0	20	0	0	5	0	0	-72
朝阳区	纯住宅	1	1	1	1	0	0	1	35000.0	3150.0	28.0	116.441154	39.972916	1	9	5	44	0	1	44	0	0	-74
海淀区	商住两用	1	0	0	0	0	0	1	30000.0	2640.0	11.5	116.32305	39.89939	5	2	0	0	0	0	2	0	1	-194
海淀区	写字楼	1	1	0	1	0	0	1	NULL	3520.0	16.5	116.31214	39.92899	1	4	3	13	0	0	28	0	0	-134
丰台区	纯住宅	1	1	1	1	1	1	1	42000.0	7875.0	21.0	116.29258	39.84091	0	7	4	6	0	0	19	0	0	-45
丰台区	商住两用	1	1	0	0	1	0	1	33000.0	3960.0	27.0	116.43926	39.858173	0	1	2	34	0	0	55	1	0	-103
海淀区	纯住宅	1	1	1	1	1	0	1	73334.0	3094.0	17.0	116.29539	39.97202	2	0	1	13	0	1	4	0	0	-53
朝阳区	商住两用	1	1	1	1	1	1	1	NULL	11880.0	15.0	116.461426	39.913277	2	21	0	38	0	1	137	1	0	-208
海淀区	纯住宅	0	0	0	0	0	1	0	38500.0	756.0	15.0	116.30667	39.927853	2	1	2	11	0	0	7	0	0	-44
海淀区	纯住宅	0	0	1	0	0	0	1	42000.0	336.0	16.0	116.28717	39.92114	2	5	1	11	2	1	41	0	0	-59
海淀区	商住两用	1	0	0	0	0	0	1	53000.0	7920.0	12.5	116.346695	39.959034	5	2	0	19	0	1	2	0	1	-119
西城区	纯住宅	1	0	0	0	0	0	0	37268.0	1820.0	19.0	116.32166	39.876415	0	0	1	2	0	0	13	0	0	-56
朝阳区	酒店式公寓	1	1	1	1	1	0	1	NULL	1320.0	5.5	116.401	39.984997	27	2	3	0	0	0	2	0	0	-18
朝阳区	商住两用	1	1	1	1	1	1	1	63000.0	11880.0	26.0	116.44403	39.97391	0	10	5	41	0	0	52	1	0	-34
丰台区	纯住宅	1	1	1	1	0	0	1	42382.0	945.0	18.5	116.25242	39.881504	0	0	2	8	0	0	9	1	0	-7
朝阳区	酒店式公寓	1	1	1	1	1	0	1	52000.0	3960.0	25.0	116.465	39.992207	3	10	3	123	0	0	11	0	0	-37
丰台区	酒店式公寓	1	1	1	1	1	0	1	48494.0	5280.0	16.5	116.276245	39.880306	0	0	0	5	0	0	2	0	0	-42
朝阳区	商住两用	1	1	1	1	1	1	1	45000.0	6600.0	21.0	116.47845	39.92839	0	2	3	34	0	0	17	1	1	-54
海淀区	其他	1	0	0	0	0	0	1	29500.0	1320.0	8.0	116.30388	39.976032	0	5	2	24	0	1	9	2	0	-74
海淀区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	6.5	116.30674	39.98447	0	0	1	7	0	0	4	1	1	-143
朝阳区	纯住宅	1	1	1	1	1	1	1	50000.0	819.0	13.5	116.45012	39.89601	1	12	0	27	0	0	25	2	0	-42
朝阳区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	27.0	116.46142	39.89346	0	0	1	91	0	3	21	1	0	-203
海淀区	纯住宅	1	0	0	0	0	0	1	38000.0	3990.0	7.0	116.28242	39.936634	0	8	2	19	0	1	22	0	0	-26
海淀区	纯住宅	1	0	0	0	0	0	1	38000.0	3486.0	14.0	116.28242	39.936634	0	8	2	19	0	1	22	0	0	-26
石景山	写字楼	1	1	1	1	1	1	0	28600.0	17600.0	28.0	116.222984	39.90661	1	2	6	28	0	1	24	1	0	-51
海淀区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	24.0	116.323616	39.964695	1	5	1	16	0	0	24	0	3	-175
通州区	商住两用	1	0	0	0	0	0	1	28900.0	1320.0	22.0	116.63502	39.892982	0	0	0	0	0	0	0	0	0	-27
海淀区	纯住宅	1	1	1	1	1	1	1	56068.0	525.0	9.0	116.30811	39.90909	0	0	0	6	0	0	19	0	0	-96
朝阳区	商住两用	1	1	1	1	1	0	1	32800.0	1320.0	30.0	116.48097	39.972046	0	0	2	2	0	0	2	0	0	-75
西城区	纯住宅	1	1	1	1	1	1	0	67000.0	1680.0	15.0	116.38207	39.888992	2	2	5	25	2	0	12	0	0	-27
海淀区	纯住宅	1	1	1	1	1	0	1	39999.0	770.0	12.0	116.2418	39.929787	0	0	1	5	0	1	0	0	0	-24
东城区	纯住宅	1	1	1	1	1	0	1	56800.0	4200.0	13.5	116.31338	39.90882	0	2	0	7	0	0	2	0	0	-90
东城区	纯住宅	1	1	1	1	1	0	1	56800.0	5198.0	13.5	116.31338	39.90882	0	2	0	7	0	0	2	0	0	-90
西城区	写字楼	1	1	1	1	1	0	1	60000.0	3520.0	10.0	116.37156	39.914078	2	9	2	8	0	0	19	0	0	-241
朝阳区	纯住宅	1	0	0	0	0	0	1	50000.0	1750.0	20.0	116.49101	39.96627	0	3	1	5	0	0	3	1	0	-37
丰台区	纯住宅	1	1	1	1	1	0	1	40300.0	1575.0	12.0	116.30865	39.888428	0	0	5	40	0	0	14	0	0	-41
东城区	纯住宅	1	1	0	1	1	1	1	38500.0	700.0	24.0	116.4443	39.93982	4	13	1	36	0	0	60	0	0	-113
丰台区	纯住宅	1	1	1	0	1	1	1	40000.0	1232.0	18.5	116.27582	39.884865	1	0	2	10	0	0	7	0	0	-62
朝阳区	纯住宅	1	0	0	0	0	1	1	33000.0	2625.0	15.0	116.50654	39.917522	0	0	0	27	0	1	25	1	0	-67
丰台区	纯住宅	1	1	0	0	0	0	1	35000.0	2037.0	23.0	116.284966	39.857315	0	0	1	28	0	1	9	3	0	-22
海淀区	写字楼	1	1	1	0	0	0	1	NULL	3520.0	13.0	116.28398	39.91707	2	0	1	0	1	0	4	0	0	-91
丰台区	纯住宅	1	1	1	1	1	1	1	38000.0	15750.0	12.0	116.44767	39.843708	0	0	0	3	0	1	1	0	0	-47
石景山	纯住宅	1	1	1	0	0	0	1	38000.0	1758.61	15.0	116.202934	39.921112	0	3	3	11	0	1	26	1	0	-16
朝阳区	写字楼	1	1	1	1	1	0	1	45000.0	3520.0	12.0	116.49146	39.96573	0	2	1	5	0	0	4	0	0	-27
朝阳区	纯住宅	1	1	1	1	0	0	0	34500.0	3430.0	18.0	116.580345	39.91326	0	0	3	41	1	0	13	0	0	-55
海淀区	纯住宅	1	1	0	0	0	1	1	52587.0	1330.0	15.0	116.37488	39.98107	2	11	3	14	0	0	30	0	0	-133
朝阳区	纯住宅	1	1	1	1	1	0	1	43565.0	3150.0	10.0	116.44107	39.959038	4	10	3	26	0	1	15	1	0	-95
朝阳区	写字楼	1	1	1	1	1	0	1	30000.0	7040.0	12.0	116.47845	39.92839	0	2	3	34	0	0	17	1	1	-54
朝阳区	纯住宅	1	1	1	1	1	0	1	44950.0	2800.0	11.5	116.402435	39.971848	2	4	3	43	0	0	31	2	0	-127
朝阳区	纯住宅	1	1	1	1	1	0	1	60000.0	2205.0	17.0	116.45945	39.89771	0	2	2	36	0	1	19	1	0	-219
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	4900.0	15.5	116.38902	39.839104	0	0	3	15	0	0	6	0	0	-13
石景山	纯住宅	1	1	1	1	1	1	1	34682.0	1400.0	18.0	116.20957	39.93398	0	0	1	3	0	0	8	0	2	-7
西城区	写字楼	1	1	1	1	1	0	1	53800.0	3520.0	15.0	116.32508	39.88492	2	5	2	39	0	1	21	0	0	-75
朝阳区	写字楼	1	1	0	0	0	0	1	52000.0	7040.0	28.0	116.51529	39.922535	1	2	1	36	0	0	40	0	0	-110
朝阳区	写字楼	1	1	1	1	1	0	0	NULL	3520.0	29.0	116.45702	39.932724	1	14	2	58	0	0	39	2	0	-162
海淀区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	20.0	116.35081	39.923218	5	2	3	37	1	0	17	0	0	-174
朝阳区	纯住宅	1	1	1	1	1	0	1	43250.0	420.0	24.0	116.43342	39.960114	0	2	2	61	0	0	37	2	1	-57
朝阳区	写字楼	1	1	1	1	1	0	1	75000.0	7040.0	25.0	116.45402	39.90742	0	1	1	43	0	0	12	0	0	-241
石景山	写字楼	0	0	0	0	1	1	1	NULL	3168.0	15.0	116.20216	39.92113	0	2	6	4	0	1	19	0	0	-16
丰台区	纯住宅	0	0	1	0	0	0	0	35000.0	1400.0	22.0	116.425186	39.861847	0	1	4	16	0	1	39	0	0	-92
丰台区	纯住宅	0	0	1	0	0	0	0	32000.0	1225.0	10.0	116.44229	39.853523	0	12	3	12	0	0	39	0	1	-42
西城区	商住两用	0	0	1	0	0	0	0	30000.0	1320.0	17.0	116.366425	39.888466	1	3	3	34	1	1	33	1	0	-129
东城区	写字楼	1	1	1	1	1	1	0	NULL	3484.8	10.0	116.41695	39.898308	3	3	3	64	1	2	23	1	0	-247
海淀区	纯住宅	1	0	0	0	0	1	1	33000.0	716.1	12.0	116.274765	39.964912	0	1	0	4	0	0	7	0	0	-42
朝阳区	商住两用	1	1	1	1	1	0	1	46000.0	2640.0	26.0	116.4788	39.884804	0	0	0	193	0	0	29	1	0	-44
朝阳区	纯住宅	1	1	1	1	1	0	1	41569.0	6300.0	25.0	116.4206	39.988033	0	8	3	41	0	1	36	0	0	-113
朝阳区	纯住宅	1	1	1	1	1	0	1	46026.0	2100.0	23.5	116.39363	39.81025	1	1	3	0	0	0	6	0	0	-15
丰台区	写字楼	1	0	1	0	1	0	1	NULL	3520.0	14.0	116.37817	39.83563	0	0	2	0	0	0	1	0	0	-40
西城区	写字楼	1	1	0	1	0	1	1	NULL	3520.0	7.0	116.377975	39.908264	4	5	6	10	0	1	39	1	0	-138
丰台区	酒店式公寓	1	1	1	1	1	0	1	NULL	1240.8	26.0	116.27255	39.889	1	0	2	21	0	0	12	0	0	-60
丰台区	写字楼	1	1	0	1	1	0	1	NULL	3168.0	26.0	116.27255	39.889	1	0	2	21	0	0	12	0	0	-60
西城区	写字楼	1	1	1	1	1	1	1	30000.0	3520.0	22.0	116.32992	39.896725	2	11	4	10	0	0	34	0	0	-103
东城区	写字楼	1	1	0	0	0	0	1	52000.0	3520.0	17.0	116.44682	39.94091	2	17	2	62	0	1	68	3	0	-71
朝阳区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	17.0	116.47565	39.90861	3	9	3	6	0	0	5	0	0	-254
朝阳区	写字楼	1	0	0	0	0	1	1	NULL	3520.0	20.0	116.42314	39.99059	0	4	4	35	0	0	18	0	0	-119
朝阳区	写字楼	1	1	1	1	0	0	0	NULL	3520.0	22.0	116.46215	39.900314	0	4	5	26	0	0	31	0	0	-196
东城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	14.0	116.43292	39.89308	2	5	0	40	0	3	22	2	0	-79
西城区	商住两用	1	1	1	0	0	0	1	49557.0	1320.0	13.0	116.3712	39.87805	1	2	2	36	1	0	16	0	1	-39
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3168.0	5.0	116.26956	39.94795	0	0	0	0	0	0	0	0	0	-33
海淀区	写字楼	1	1	0	0	0	0	1	30000.0	3520.0	12.0	116.242195	40.075184	0	1	1	4	0	0	0	0	0	0
海淀区	商住两用	1	1	0	0	0	0	1	30000.0	1320.0	11.0	116.307915	39.97866	0	8	1	85	1	1	13	1	0	-113
海淀区	写字楼	1	0	1	0	0	0	1	NULL	3520.0	9.0	116.29654	39.96765	3	5	1	13	1	1	36	0	0	-65
海淀区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	25.0	116.31176	39.97973	0	18	3	68	1	1	31	1	3	-206
朝阳区	纯住宅	1	1	1	0	0	0	1	50000.0	2205.0	24.0	116.469925	39.891396	0	9	2	62	0	0	33	0	0	-89
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	25.0	116.4626	39.905502	0	0	2	18	0	1	34	0	0	-276
朝阳区	纯住宅	1	1	0	1	0	0	1	43000.0	700.0	15.0	116.45277	39.921635	15	3	0	20	0	1	12	0	0	-100
海淀区	纯住宅	1	1	1	1	0	0	1	62278.0	1225.0	14.0	116.34063	39.904144	1	7	2	19	0	0	28	0	0	-68
朝阳区	纯住宅	1	1	1	0	0	0	1	45000.0	455.0	16.0	116.44575	39.905087	6	2	1	26	1	0	8	0	0	-61
朝阳区	纯住宅	1	1	1	0	0	0	1	44000.0	630.0	15.0	112.44195	34.602245	0	0	1	1	0	0	0	1	0	0
东城区	写字楼	0	1	1	0	0	0	0	45000.0	3520.0	8.0	116.41559	39.899494	5	4	4	19	1	2	23	1	0	-99
丰台区	写字楼	1	0	0	0	0	0	1	40000.0	3520.0	4.0	116.416954	39.838234	0	0	2	0	0	0	0	1	0	-60
东城区	酒店式公寓	1	1	1	0	1	0	0	43000.0	1320.0	5.5	116.407364	39.891094	15	2	2	0	0	0	6	0	0	-42
海淀区	商住两用	1	1	0	0	1	0	1	44511.0	1320.0	28.0	116.378555	39.97056	0	1	2	25	0	1	19	1	0	-132
海淀区	纯住宅	1	1	0	0	1	0	1	39000.0	525.0	11.0	116.29893	39.93757	0	0	1	14	0	0	5	2	0	-25
海淀区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	22.0	116.323616	39.964695	1	5	1	16	0	0	24	0	3	-175
朝阳区	商住两用	1	1	1	1	1	1	1	62100.0	2640.0	32.0	116.4817	39.97133	0	0	2	7	0	0	1	0	0	-53
海淀区	纯住宅	1	0	0	0	0	0	0	45000.0	350.0	19.0	116.36171	39.955643	0	6	2	59	0	0	18	0	0	-54
朝阳区	纯住宅	1	1	0	0	1	0	1	30000.0	6650.0	9.0	116.57439	39.86533	0	0	1	0	0	1	1	0	0	-18
朝阳区	纯住宅	1	0	1	0	0	0	0	41326.0	1768.0	11.5	116.41243	40.057896	1	1	0	45	0	0	1	0	0	-58
海淀区	写字楼	0	0	0	0	0	0	1	NULL	3520.0	5.0	116.350914	40.010807	1	1	2	18	0	0	2	0	0	-64
朝阳区	写字楼	1	1	0	1	1	0	1	45118.0	7040.0	24.0	116.448975	39.937218	3	5	2	50	0	0	50	0	0	-78
海淀区	酒店式公寓	1	0	0	0	0	0	1	38000.0	1320.0	7.0	116.27196	39.927174	0	2	2	33	0	0	29	0	0	-28
海淀区	纯住宅	1	1	1	1	1	0	1	65000.0	4480.0	20.0	116.32852	39.93347	0	7	1	25	0	0	19	2	2	-63
海淀区	纯住宅	1	1	0	0	0	0	1	50000.0	980.0	16.0	116.31119	39.931484	0	4	4	23	0	0	20	0	0	-100
海淀区	纯住宅	1	1	0	0	1	0	1	53293.0	4550.0	17.0	116.302925	39.940197	2	1	3	12	0	0	5	0	0	-59
朝阳区	纯住宅	1	0	0	1	1	0	1	39248.0	1050.0	28.0	116.41142	39.982876	5	10	2	9	0	0	10	0	0	-129
海淀区	纯住宅	1	1	0	1	1	0	1	75000.0	910.0	10.0	116.30024	39.968693	0	0	1	7	0	1	2	0	0	-52
朝阳区	写字楼	0	1	0	1	1	0	1	NULL	3520.0	24.0	116.47675	39.91262	5	36	2	79	0	0	66	0	0	-257
朝阳区	纯住宅	1	1	0	0	0	0	1	61193.0	700.0	9.5	116.41465	39.972286	1	13	1	17	1	0	47	1	0	-68
朝阳区	商住两用	1	1	1	1	1	1	1	31000.0	2640.0	21.0	116.553345	39.9215	1	1	1	22	0	0	13	1	0	-42
朝阳区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	116.47215	39.90525	10	10	3	13	0	0	43	0	0	-84
朝阳区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	116.52209	39.890816	0	0	0	2	0	0	0	0	0	-20
朝阳区	写字楼	1	1	1	1	1	0	1	45000.0	7040.0	22.5	116.43845	39.923702	3	7	1	8	2	1	56	0	0	-296
丰台区	写字楼	1	1	0	0	1	0	1	51000.0	3520.0	12.0	116.43435	39.865425	1	17	2	42	2	0	48	1	0	-61
朝阳区	酒店式公寓	1	1	1	1	1	0	1	51161.0	11880.0	22.0	116.45864	39.967037	5	26	1	28	1	0	31	1	0	-76
海淀区	纯住宅	1	1	0	1	0	0	1	32000.0	8750.0	11.5	116.28783	40.017727	0	1	2	4	0	0	1	0	0	-14
西城区	纯住宅	1	1	1	1	1	0	1	52156.0	1341.0	16.0	116.350746	39.892437	0	5	2	13	0	1	20	0	0	-39
西城区	写字楼	1	1	0	0	0	0	0	NULL	3520.0	8.0	116.38623	39.96884	3	15	1	21	0	0	27	0	0	-72
石景山	写字楼	1	1	0	0	0	0	1	48666.0	3520.0	23.0	116.21649	39.908222	0	2	3	7	0	0	12	1	1	-33
朝阳区	商住两用	1	1	0	0	1	0	1	46000.0	3960.0	26.0	116.4788	39.884804	0	0	0	193	0	0	29	1	0	-44
朝阳区	纯住宅	1	1	0	0	1	0	1	46574.0	700.0	15.5	116.49576	39.909943	0	3	1	0	0	0	7	0	0	-147
朝阳区	纯住宅	1	1	1	1	1	0	1	58000.0	616.0	22.0	116.44049	39.905106	9	2	2	44	2	1	12	1	0	-83
朝阳区	纯住宅	1	1	1	1	1	0	0	35000.0	350.0	20.0	116.493195	39.91825	1	5	1	13	0	3	9	0	0	-40
海淀区	写字楼	1	1	0	0	1	1	1	36400.0	2992.0	8.0	116.27781	39.93213	1	2	1	14	0	0	10	0	0	-47
