city	id	name	district	address	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	Attraction	Building	BusStop	Community	Mall	PrimarySchool	Restaurant	SecondarySchool	Subway	University
北京	0100378	宝景大厦	东城区	东城安定门外大街189号	写字楼	1	1	0	1	0	0	0	NULL	2710.4	19.0	116.40741	39.951855	3	0	0	14	0	1	29	3	0	0
北京	0100133	时代之光名苑	海淀区	海淀区西直门北大街45号	商住两用	1	1	0	0	0	0	1	49000.0	5280.0	16.0	116.36294	39.95198	0	9	4	62	0	0	28	0	0	0
北京	0102346	红都商务中心	东城区	北京东城区安德路甲61号	写字楼	1	1	1	1	0	0	1	41000.0	3168.0	8.0	116.39768	39.952	3	4	3	26	0	1	37	1	0	0
北京	0102817	新源家园	朝阳区	北京市朝阳区新源街23号	纯住宅	1	1	1	1	1	0	1	43947.0	2800.0	10.0	116.45265	39.952023	3	8	2	79	1	2	38	2	0	0
北京	0100132	天兆家园	海淀区	海淀区西直门北大街41号	商住两用	1	1	0	0	0	0	0	56485.0	10560.0	15.0	116.35435	39.952396	0	5	5	121	0	1	29	0	0	2
北京	0100377	京宝大厦	东城区	东城安定门外大街185号	写字楼	1	1	0	1	1	0	0	NULL	3520.0	5.0	116.407	39.952415	3	0	0	13	0	1	25	3	0	0
北京	0100376	京宝花园	东城区	东城安定门外大街185号	商住两用	1	1	1	1	1	0	1	33500.0	1320.0	10.0	116.407	39.952415	3	0	0	13	0	1	25	3	0	0
北京	0100736	立业人家（品阁）	海淀区	海淀区交大东路36#楼	纯住宅	1	1	0	0	0	0	1	35000.0	497.0	10.0	116.348145	39.952423	7	2	2	106	0	0	51	0	0	0
北京	0100362	亮马名居	朝阳区	朝阳区亮马桥路36号	纯住宅	1	1	1	1	1	0	0	51000.0	910.0	17.0	116.47578	39.952496	1	3	1	63	0	1	58	0	0	0
北京	0100569	富海中心	海淀区	海淀区大柳树路15号	写字楼	1	1	0	0	0	0	0	NULL	7040.0	17.0	116.33525	39.953213	2	11	0	43	0	0	12	0	0	1
北京	0101859	今典花园	海淀区	海淀区文慧园北路9号	纯住宅	1	1	1	1	1	0	0	60000.0	700.0	17.5	116.36081	39.953346	0	8	1	57	0	0	19	0	0	0
